id,equipment_id,person_id,verification_type,recognition_name,image_url,equipment_verification_id,add_time,update_time,operator_id,remark,recognition_type,temperature_val,signSimilar,qrCode
1,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/5462488a688d4227b4845af8fe8f63b9/20200803163544_20200803155634.jpg,20200803155634,2020-08-03 15:56:34,2020-08-03 16:35:44,1,,0,36.6℃,,
3,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/566314c400294023a7d6532923b73388/20200803163544_20200803155708.jpg,20200803155708,2020-08-03 15:57:08,2020-08-03 16:35:44,1,,0,36.6℃,,
8,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/a5a1106d4ec945cca9dc638de65ecb28/20200803163544_20200803142706.jpg,20200803142706,2020-08-03 14:27:06,2020-08-03 16:35:44,1,,0,36.4℃,,
9,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/42cc823785e84fb491eb43421d34270a/20200803163546_20200803142711.jpg,20200803142711,2020-08-03 14:27:11,2020-08-03 16:35:46,1,,0,36.5℃,,
10,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/3d467eb17d5f40e1809a16b2e8ee5ab0/20200803163544_20200803142521.jpg,20200803142521,2020-08-03 14:25:21,2020-08-03 16:35:44,1,,0,36.1℃,,
11,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/a99463935caa4561b8f11638eb8f89ab/20200803163548_20200801143223.jpg,20200801143223,2020-08-01 14:32:23,2020-08-03 16:35:48,1,,0,36.3℃,,
12,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/f69bb33ee8f34711a3219c25c43468a7/20200803163548_20200803142701.jpg,20200803142701,2020-08-03 14:27:01,2020-08-03 16:35:48,1,,0,36.3℃,,
13,1,-2,3,未登録(藤原　章平),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/a4c97cd8537f4cca9f8a308c6f065942/20200803163548_20200801134117.jpg,20200801134117,2020-08-01 13:41:17,2020-08-03 16:35:48,1,,0,36.5℃,,
14,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/50e8bfe220a14489bb0b06e3969bffa2/20200803163548_20200803131920.jpg,20200803131920,2020-08-03 13:19:20,2020-08-03 16:35:48,1,,0,-1℃,,
15,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/88a861919c85444b810842a186524d0f/20200803163548_20200801165127.jpg,20200801165127,2020-08-01 16:51:27,2020-08-03 16:35:48,1,,0,36.6℃,,
19,1,-2,3,未登録(ストレンジャー),,20200801183442,2020-08-01 18:34:42,2020-08-01 18:34:42,1,,0,36.1℃,,
20,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/4257a45f799c4e53b017ac3b6fd3d1a1/20200803163548_20200801133928.jpg,20200801133928,2020-08-01 13:39:28,2020-08-03 16:35:48,1,,0,36.6℃,,
21,1,-2,3,未登録(ストレンジャー),,20200801165135,2020-08-01 16:51:35,2020-08-01 16:51:35,1,,0,36.7℃,,
22,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/f6e02146b3cb44dfaa03d95db16a2ff1/20200803163548_20200801184315.jpg,20200801184315,2020-08-01 18:43:15,2020-08-03 16:35:48,1,,0,36.2℃,,
23,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/b9c5bf20d5c74af08872b176f3a42137/20200803163548_20200801133931.jpg,20200801133931,2020-08-01 13:39:31,2020-08-03 16:35:48,1,,0,36.6℃,,
24,1,-2,3,未登録(ストレンジャー),,20200801131613,2020-08-01 13:16:13,2020-08-01 13:16:13,1,,0,36.2℃,,
25,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/39cdb09517b5464ea9bdbcaf84d5f520/20200803163548_20200801123003.jpg,20200801123003,2020-08-01 12:30:03,2020-08-03 16:35:48,1,,0,-1℃,,
26,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/0629fba187784b6da00dcd3fe4a06266/20200803163548_20200731225913.jpg,20200731225913,2020-07-31 22:59:13,2020-08-03 16:35:48,1,,0,36.3℃,,
27,1,-2,3,未登録(ストレンジャー),,20200731225920,2020-07-31 22:59:20,2020-07-31 22:59:20,1,,0,36.3℃,,
28,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/698279f6509c46c9ba718b21c51bff22/20200803163548_20200731225833.jpg,20200731225833,2020-07-31 22:58:33,2020-08-03 16:35:48,1,,0,36.1℃,,
29,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/e272848cc54d4963a35ae87fc13fc544/20200803163548_20200731225825.jpg,20200731225825,2020-07-31 22:58:25,2020-08-03 16:35:48,1,,0,36.5℃,,
30,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/0cd7cb3469354d8a95b87579847589f4/20200803163548_20200731213647.jpg,20200731213647,2020-07-31 21:36:47,2020-08-03 16:35:48,1,,0,36.5℃,,
31,1,-2,3,未登録(藤原　章平),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/9126aa763d32464f8d20a59c854af89e/20200803163719_20200731213634.jpg,20200731213634,2020-07-31 21:36:34,2020-08-03 16:37:19,1,,0,36.4℃,,
32,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/7a364efe2f6f4abf9d480e428cac1027/20200803163717_20200731195955.jpg,20200731195955,2020-07-31 19:59:55,2020-08-03 16:37:17,1,,0,36.4℃,,
33,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/482aa04ba6704ccca0ad180bc839baac/20200803163722_20200731195937.jpg,20200731195937,2020-07-31 19:59:37,2020-08-03 16:37:22,1,,0,36.3℃,,
34,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/59ec29e8376841f0b156e35629f73d83/20200803163720_20200731195940.jpg,20200731195940,2020-07-31 19:59:40,2020-08-03 16:37:20,1,,0,36.3℃,,
35,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/b0428f88ee514a009d6fe3fca6c2d119/20200803163721_20200731195932.jpg,20200731195932,2020-07-31 19:59:32,2020-08-03 16:37:21,1,,0,36.5℃,,
37,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/79ae7b30e30d4f50bb4db62a9ce8f38a/20200803163722_20200731195927.jpg,20200731195927,2020-07-31 19:59:27,2020-08-03 16:37:22,1,,0,36.5℃,,
38,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/7af6d45302aa496aa3c5868b8dc41ecc/20200803163722_20200731193930.jpg,20200731193930,2020-07-31 19:39:30,2020-08-03 16:37:22,1,,0,36.3℃,,
39,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/31b53f1531934bdeb25274082f7c25c5/20200803163721_20200731193612.jpg,20200731193612,2020-07-31 19:36:12,2020-08-03 16:37:21,1,,0,36.5℃,,
40,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/8fb297b1bc5d4f4384dc7c405ee5fd16/20200803163723_20200731193605.jpg,20200731193605,2020-07-31 19:36:05,2020-08-03 16:37:23,1,,0,37.9℃,,
41,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/ce27a7994608452d8719a217b81cb0d9/20200803163723_20200731193558.jpg,20200731193558,2020-07-31 19:35:58,2020-08-03 16:37:23,1,,0,36.5℃,,
42,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/85db1b4a6a1a4f1cbcbb43f834fd72fc/20200803163722_20200731193550.jpg,20200731193550,2020-07-31 19:35:50,2020-08-03 16:37:22,1,,0,36.6℃,,
43,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/2e2d13fa8160404b86e02a893f948657/20200803163723_20200731193515.jpg,20200731193515,2020-07-31 19:35:15,2020-08-03 16:37:23,1,,0,37.9℃,,
44,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/4e36c9eaaff748caaf73532e65ec59e1/20200803163723_20200731193449.jpg,20200731193449,2020-07-31 19:34:49,2020-08-03 16:37:23,1,,0,36.6℃,,
45,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/6a86b11c2df240b19a748bc35502402e/20200803163721_20200731193442.jpg,20200731193442,2020-07-31 19:34:42,2020-08-03 16:37:21,1,,0,36.4℃,,
46,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/96f724b3a42d4c3192aec6340b251e33/20200803163721_20200731193430.jpg,20200731193430,2020-07-31 19:34:30,2020-08-03 16:37:21,1,,0,37.9℃,,
47,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/57722b101f0344f4a2ae6a01e20ccaa2/20200803163722_20200731193422.jpg,20200731193422,2020-07-31 19:34:22,2020-08-03 16:37:22,1,,0,36.3℃,,
48,1,-2,3,未登録(ストレンジャー),,20200731193241,2020-07-31 19:32:41,2020-07-31 19:32:41,1,,0,-1℃,,
49,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/1c3365699ec74d6fbbb5a13b9243a380/20200803163722_20200731193252.jpg,20200731193252,2020-07-31 19:32:52,2020-08-03 16:37:22,1,,0,36.5℃,,
50,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/83f29ba8869f4595afbbb919c4961d42/20200803163723_20200730174905.jpg,20200730174905,2020-07-30 17:49:05,2020-08-03 16:37:23,1,,0,36.3℃,,
51,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/e2f5d52abb9e43b383432a7f6af7903a/20200803163722_20200730174925.jpg,20200730174925,2020-07-30 17:49:25,2020-08-03 16:37:22,1,,0,36.4℃,,
52,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/aa153524dc9541b188f44eb775c04535/20200803163722_20200730174858.jpg,20200730174858,2020-07-30 17:48:58,2020-08-03 16:37:22,1,,0,36.4℃,,
53,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/87ff182ec5fa405ba2352406edd7ffe4/20200803163723_20200731193256.jpg,20200731193256,2020-07-31 19:32:56,2020-08-03 16:37:23,1,,0,38.1℃,,
54,1,-2,3,未登録(ストレンジャー),,20200731193246,2020-07-31 19:32:46,2020-07-31 19:32:46,1,,0,37.7℃,,
55,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/ee62e32d0b7548fc89046e37a6b2985d/20200803163723_20200729231348.jpg,20200729231348,2020-07-29 23:13:48,2020-08-03 16:37:23,1,,0,36.4℃,,
56,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/d28efab0191643eeb576b58536d76f81/20200803163723_20200729231343.jpg,20200729231343,2020-07-29 23:13:43,2020-08-03 16:37:23,1,,0,36.5℃,,
57,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/164e8e995f80436fa08cd66e0e34555e/20200803163722_20200729231339.jpg,20200729231339,2020-07-29 23:13:39,2020-08-03 16:37:22,1,,0,36.2℃,,
58,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/3d183e9a44f742a1b9ba3fed00cf7cdd/20200803163723_20200729231329.jpg,20200729231329,2020-07-29 23:13:29,2020-08-03 16:37:23,1,,0,36.6℃,,
59,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/6ef6e0a0431b441cae852359b9a37065/20200803163723_20200729224818.jpg,20200729224818,2020-07-29 22:48:18,2020-08-03 16:37:23,1,,0,36.4℃,,
60,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/03add02df3074924abe156c3404af181/20200803163722_20200729231334.jpg,20200729231334,2020-07-29 23:13:34,2020-08-03 16:37:22,1,,0,36.4℃,,
61,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/9ac58b70afbc44c88683a85b1b0bdfca/20200803163732_20200729205543.jpg,20200729205543,2020-07-29 20:55:43,2020-08-03 16:37:32,1,,0,36.4℃,,
62,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/d7b4651be5b140c1b0e27b20a1f096d0/20200803163728_20200729205112.jpg,20200729205112,2020-07-29 20:51:12,2020-08-03 16:37:28,1,,0,36.1℃,,
64,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/0876f2a5432448d1beabc59f9deeeb3b/20200803163731_20200729204925.jpg,20200729204925,2020-07-29 20:49:25,2020-08-03 16:37:31,1,,0,36.2℃,,
65,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/c745b505641c4cf897b7c56dfdeafb87/20200803163730_20200729205109.jpg,20200729205109,2020-07-29 20:51:09,2020-08-03 16:37:30,1,,0,36.5℃,,
67,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/7290dfcfaac24991a1fa679679edcfca/20200803163732_20200729204857.jpg,20200729204857,2020-07-29 20:48:57,2020-08-03 16:37:32,1,,0,36.6℃,,
68,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/52ce19e234c340a4896815db93366706/20200803163733_20200729204809.jpg,20200729204809,2020-07-29 20:48:09,2020-08-03 16:37:33,1,,0,36.4℃,,
69,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/192b8f90947c4c5caf15d408dbdeb3f0/20200803163732_20200729204841.jpg,20200729204841,2020-07-29 20:48:41,2020-08-03 16:37:32,1,,0,36.6℃,,
70,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/87bad230e0cd4614bd3abf6e853708a3/20200803163732_20200729193702.jpg,20200729193702,2020-07-29 19:37:02,2020-08-03 16:37:32,1,,0,36.4℃,,
71,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/121abb4e96bb4f6ab658c2ea5d4d4f33/20200803163732_20200729193656.jpg,20200729193656,2020-07-29 19:36:56,2020-08-03 16:37:32,1,,0,36.4℃,,
72,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/3f7d4c647434483cb580f59d85c0e423/20200803163733_20200729193713.jpg,20200729193713,2020-07-29 19:37:13,2020-08-03 16:37:33,1,,0,36.2℃,,
73,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/471e9d9435e745c88b75b9528d96e1e4/20200803163732_20200729204804.jpg,20200729204804,2020-07-29 20:48:04,2020-08-03 16:37:32,1,,0,36.2℃,,
75,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/9c0c4db0d9d94a1186c7dcbb438f8142/20200803163733_20200729185354.jpg,20200729185354,2020-07-29 18:53:54,2020-08-03 16:37:33,1,,0,36.3℃,,
76,1,-2,3,未登録(ストレンジャー),,20200729185349,2020-07-29 18:53:49,2020-07-29 18:53:49,1,,0,36.3℃,,
77,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/d5654ee72428405894f371bc96ecbc7d/20200803163733_20200729185335.jpg,20200729185335,2020-07-29 18:53:35,2020-08-03 16:37:33,1,,0,36.6℃,,
78,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/240b6bbaf3eb4aad96a395b28bb21c5f/20200803163733_20200729192113.jpg,20200729192113,2020-07-29 19:21:13,2020-08-03 16:37:33,1,,0,36.5℃,,
79,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/a368d27d992f497e9079b70aafdf8bdd/20200803163733_20200729193647.jpg,20200729193647,2020-07-29 19:36:47,2020-08-03 16:37:33,1,,0,36.6℃,,
80,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/8cbee6a5595445c78668c50a3e6b87ca/20200803163733_20200729193725.jpg,20200729193725,2020-07-29 19:37:25,2020-08-03 16:37:33,1,,0,36.4℃,,
81,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/95334cc3877b4186a1f1def35abbd027/20200803163733_20200729185314.jpg,20200729185314,2020-07-29 18:53:14,2020-08-03 16:37:33,1,,0,36.4℃,,
82,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/7f9b62121e6e44c583e1567b92c2a7ec/20200803163733_20200729184339.jpg,20200729184339,2020-07-29 18:43:39,2020-08-03 16:37:33,1,,0,36.3℃,,
83,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/aa147b090ddb47e9b1741f27ba0b45bb/20200803163733_20200729184335.jpg,20200729184335,2020-07-29 18:43:35,2020-08-03 16:37:33,1,,0,36.5℃,,
84,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/03291f3cc1bc4b499e9e597153992a1e/20200803163733_20200729184332.jpg,20200729184332,2020-07-29 18:43:32,2020-08-03 16:37:33,1,,0,36.3℃,,
86,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/99f8f5d393c44dd4bb540bfca4ba4b5d/20200803163733_20200729184324.jpg,20200729184324,2020-07-29 18:43:24,2020-08-03 16:37:33,1,,0,36.5℃,,
87,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/740c6a558cd84b6db72c07650cb77e53/20200803163733_20200729171933.jpg,20200729171933,2020-07-29 17:19:33,2020-08-03 16:37:33,1,,0,36.2℃,,
89,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/1014a87ad22a401997d0fa5572208fda/20200803163733_20200729165051.jpg,20200729165051,2020-07-29 16:50:51,2020-08-03 16:37:33,1,,0,36.6℃,,
90,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/7754dbf283fb46d3af475f876fa106fa/20200803163733_20200729165048.jpg,20200729165048,2020-07-29 16:50:48,2020-08-03 16:37:33,1,,0,-1℃,,
91,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/92da4054b0e84351bad4fd450c2feda6/20200803163801_20200729142328.jpg,20200729142328,2020-07-29 14:23:28,2020-08-03 16:38:01,1,,0,36.1℃,,
92,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/7a299119c1354708b9b230ec5a5a9a87/20200803163801_20200729142132.jpg,20200729142132,2020-07-29 14:21:32,2020-08-03 16:38:01,1,,0,36.4℃,,
93,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/178266dd091345948964cfba09dff889/20200803163801_20200729142115.jpg,20200729142115,2020-07-29 14:21:15,2020-08-03 16:38:01,1,,0,36.2℃,,
94,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/0c4b8d47b22d4b47a4551e2ed890c6c3/20200803163801_20200729142313.jpg,20200729142313,2020-07-29 14:23:13,2020-08-03 16:38:01,1,,0,36.3℃,,
95,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/a15005be03174c8c8f0b04c150b65d63/20200803163801_20200729141853.jpg,20200729141853,2020-07-29 14:18:53,2020-08-03 16:38:01,1,,0,36.5℃,,
96,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/488ef48779d74884b8059b89a93a8416/20200803163801_20200729142240.jpg,20200729142240,2020-07-29 14:22:40,2020-08-03 16:38:01,1,,0,36.4℃,,
97,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/948d36c5af724679b8a220cc99cef67c/20200803163801_20200729141229.jpg,20200729141229,2020-07-29 14:12:29,2020-08-03 16:38:01,1,,0,36.4℃,,
98,1,-2,3,未登録(藤原　章平),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/51de41b156a5429981d6af4f4e2e7954/20200803163802_20200729140959.jpg,20200729140959,2020-07-29 14:09:59,2020-08-03 16:38:02,1,,0,36.5℃,,
99,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/6a4d414594e44fa4aa8ae0ebb91fa21c/20200803163801_20200729141843.jpg,20200729141843,2020-07-29 14:18:43,2020-08-03 16:38:01,1,,0,36.4℃,,
101,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/fbe96ae802844c8b9ae7a86b31904c09/20200803163801_20200729140922.jpg,20200729140922,2020-07-29 14:09:22,2020-08-03 16:38:01,1,,0,36.4℃,,
105,1,-2,3,未登録(藤原　章平),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/f328e84a07aa42648bb3273e6783a1b3/20200803163802_20200729141008.jpg,20200729141008,2020-07-29 14:10:08,2020-08-03 16:38:02,1,,0,36.3℃,,
106,1,-2,3,未登録(藤原　章平),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/c319cdd3de4a44878e19fb9093d2e29a/20200803163803_20200729141208.jpg,20200729141208,2020-07-29 14:12:08,2020-08-03 16:38:03,1,,0,36.3℃,,
107,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/0260c08cb6a642c09b6aa9b99d033897/20200803163803_20200729140910.jpg,20200729140910,2020-07-29 14:09:10,2020-08-03 16:38:03,1,,0,36.3℃,,
108,1,-2,3,未登録(ストレンジャー),,20200729140907,2020-07-29 14:09:07,2020-07-29 14:09:07,1,,0,36.6℃,,
109,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/a1c1a1ba0daf4168a8661343d355535f/20200803163803_20200729140915.jpg,20200729140915,2020-07-29 14:09:15,2020-08-03 16:38:03,1,,0,36.3℃,,
110,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/3a01eb5accab4f58bed587b4bbd85cc7/20200803163803_20200729140835.jpg,20200729140835,2020-07-29 14:08:35,2020-08-03 16:38:03,1,,0,36.5℃,,
111,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/9a5355518c394775a2e1c3ebd38eaf31/20200803163803_20200729140547.jpg,20200729140547,2020-07-29 14:05:47,2020-08-03 16:38:03,1,,0,36.5℃,,
112,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/6eb90ca790a84295ad28323913560774/20200803163803_20200729140537.jpg,20200729140537,2020-07-29 14:05:37,2020-08-03 16:38:03,1,,0,-1℃,,
113,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/9f3af6b5537c4126a83364d749442a31/20200803163803_20200728213306.jpg,20200728213306,2020-07-28 21:33:06,2020-08-03 16:38:03,1,,0,36.4℃,,
114,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/a9064668f2a44e24b84be7bca6459244/20200803163803_20200727205008.jpg,20200727205008,2020-07-27 20:50:08,2020-08-03 16:38:03,1,,0,36.3℃,,
115,1,-2,3,未登録(ストレンジャー),,20200727202648,2020-07-27 20:26:48,2020-07-27 20:26:48,1,,0,36.5℃,,
116,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/6f7dcbc4914349d7adf4405617b1083c/20200803163803_20200727202541.jpg,20200727202541,2020-07-27 20:25:41,2020-08-03 16:38:03,1,,0,36.3℃,,
117,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/88247c1e0ac648d28d6ba4a86fbf5362/20200803163803_20200727202603.jpg,20200727202603,2020-07-27 20:26:03,2020-08-03 16:38:03,1,,0,36.4℃,,
118,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/1ad1a01fd2d44ba9b1a6371a0eeaaf78/20200803163803_20200727202519.jpg,20200727202519,2020-07-27 20:25:19,2020-08-03 16:38:03,1,,0,36.3℃,,
119,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/6a51296400ea4c629397ce3ef869d774/20200803163803_20200727202504.jpg,20200727202504,2020-07-27 20:25:04,2020-08-03 16:38:03,1,,0,36.4℃,,
120,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/fadcb0ea4d9d46829b56b3f6c270c32b/20200803163803_20200727202446.jpg,20200727202446,2020-07-27 20:24:46,2020-08-03 16:38:03,1,,0,36.5℃,,
121,1,-2,3,未登録(ストレンジャー),C:\Program Files (x86)\ArcSoftDoorSingle/VerificationImage/202008/03/d6724deb08f749e4b982ffd7671f07ab/20200803163832_20200727202342.jpg,20200727202342,2020-07-27 20:23:42,2020-08-03 16:38:32,1,,0,36.3℃,,
